Ulasan,Tanggal_Ulasan,Label
Tempatnya sangat bagus apalagi sore hari,3 tahun lalu,Positif
Tempat sampah kurang memadahi untuk menjaga kebersihan,4 tahun lalu,Negatif
"Pantai pasir putih d ujung pulau Madura, tepatnya d ujung sumenep",4 tahun lalu,Positif
Bagus. Indah. Khusus weekend banyak pedagangnya,4 tahun lalu,Positif
Pantai sejuk dan nyaman,2 tahun lalu,Positif
Mantab,4 tahun lalu,Positif
"Pantai bagus, tempat untuk istirahat nyaman dan bersih",4 tahun lalu,Positif
Bisa menunggangi kuda di tepi pantai,4 tahun lalu,Positif
Pantai yg sejuk dengan hutan cemara udang,4 tahun lalu,Positif
Selalu menjadi destinasi fav.keluarga setiap tahunnya .. 👍👍👍 …,4 tahun lalu,Positif
Karna pasirnya putih n terjaga keaslian pantainya,4 tahun lalu,Positif
cantik💚💚 …,4 tahun lalu,Positif
Sejuk enak,3 tahun lalu,Positif
pasirnya putih berjejer,3 tahun lalu,Positif
Mantap bagus,6 bulan lalu,Positif
Mantab bagus,2 tahun lalu,Positif
Pantai yang sangat indah dan mempesona..🖒🖒🖒 …,2 tahun lalu,Positif
kurang informasi pantainya buka atau tidak,2 tahun lalu,Negatif
Pasir putihnya bagus dan masyarakat skitar ramah,3 tahun lalu,Positif
Fasilitasnya sudah mulai banyak dan bagus,3 tahun lalu,Positif
"pantai buka atau tidak , tidak ada informasi",2 tahun lalu,Negatif
tempat parkir luas,3 tahun lalu,Positif
Karna termakuk salah satu pantai favorit,3 tahun lalu,Positif
pengelolaan kurang cenderung tidak terawat,4 tahun lalu,Negatif
tempat ini unik dan indah. penghilang kepenatan kota,3 tahun lalu,Positif
Bagus sekali,4 tahun lalu,Positif
Keren tempatnya...pantainya luas,4 tahun lalu,Positif
Pantai Bagus dan Asri tidak kalah dengan Kuta Bali,4 tahun lalu,Positif
Ini bagus,4 tahun lalu,Positif
"Pengen ajak anak2 ke sini lagi, adakan lomba lagi",4 tahun lalu,Positif
Oleh2 khas pantai lombang bonsai cemara udang,4 tahun lalu,Positif
Tempat yang sangat bagus dan indah di pandang,3 tahun lalu,Positif
Laut yg masih bersih dan pasir yg indah,4 tahun lalu,Positif
Bagus juga pasirnya lembut,3 tahun lalu,Positif
Seruuu,setahun lalu,Positif
PANTAI yg menyenangkan bagus dn indah,4 tahun lalu,Positif
Wisata akan yg menenangkan,4 tahun lalu,Positif
Pantai yg bersih dan bagus,3 tahun lalu,Positif
Indah sekali,3 tahun lalu,Positif
Bagus banget pemandangannya,3 tahun lalu,Positif
Cukup bagus pantainya,3 tahun lalu,Positif
Surga pencinta bonsai Cemara udang.,4 tahun lalu,Positif
Bisa untuk santai,9 bulan lalu,Positif
Seru nyaman,8 bulan lalu,Positif
Dikelilingi dengan pohon cemara dan berjejer bonsai cemara,4 tahun lalu,Positif
Gak ada permainannya,4 tahun lalu,Negatif
Bagus & nyaman,3 tahun lalu,Positif
Top deh manta,3 tahun lalu,Positif
Bagussss bersih,setahun lalu,Positif
cocok untuk berlibur,2 tahun lalu,Positif
Bagus buat rekreasi,3 tahun lalu,Positif
Tempatnya indah nan asri,2 tahun lalu,Positif
Tempatnya kotor kurang bersih,3 tahun lalu,Negatif
Sejuk,3 tahun lalu,Positif
Mantap...,2 tahun lalu,Positif
Bagus,setahun lalu,Positif
Pasirnya bersih..,3 tahun lalu,Positif
Mantab,3 tahun lalu,Positif
"Banyak pohon cemaranya, rindang",3 tahun lalu,Positif
Sangat mempesona,setahun lalu,Positif
Pantai pasir putih madura,3 tahun lalu,Positif
Pantai cantik di Sumenep,setahun lalu,Positif
Tempat nyaman,10 bulan lalu,Positif
Alami,setahun lalu,Positif
Pntai yg sangat indah di p.madura,3 tahun lalu,Positif
Toiletny dong ditambahin,2 tahun lalu,Negatif
"Fasilitasnya tambah baik dari sebelumnya,,",3 tahun lalu,Positif
Bagus,3 tahun lalu,Positif
Mantap,2 tahun lalu,Positif
Kerennnn,2 tahun lalu,Positif
rame,2 tahun lalu,Positif
SUPER MANTAP,3 tahun lalu,Positif
"bagus, cuman bnayak sampah",3 tahun lalu,Campuran
Bagus,3 tahun lalu,Positif
"Teduh, dingin",3 tahun lalu,Positif
Cantik,3 tahun lalu,Positif
kotor sekali,3 tahun lalu,Negatif
Pantai Asri penuh cemara,2 tahun lalu,Positif
Masih ditutup bro kecewa,3 tahun lalu,Negatif
Syukaa bgt🍓 …,3 tahun lalu,Positif
Pantai dgn pohon cemara,3 tahun lalu,Positif
pantainya bagus,3 tahun lalu,Positif
"Pengen kesana lagi kapan""",3 tahun lalu,Positif
Rindu tempat ini,2 tahun lalu,Positif
Tempatku mengenang mantan,3 tahun lalu,Positif
Tempat yg indah,3 tahun lalu,Positif
Mantap,2 tahun lalu,Positif
mantap,3 tahun lalu,Positif
Lombang top,setahun lalu,Positif
"Lumayan, cocok berlibur",3 tahun lalu,Positif
Puas sekali,3 tahun lalu,Positif
Rekomendasi pantai yang cocok,2 tahun lalu,Positif
Lebar parkirnya,3 tahun lalu,Positif
Istimewa pantai,3 tahun lalu,Positif
mantap,3 tahun lalu,Positif
"Bagus, pasir putih",3 tahun lalu,Positif
Indah dan hijau,3 tahun lalu,Positif
Akses jalan jelek,4 tahun lalu,Negatif
Indah pantainya,3 tahun lalu,Positif
senang sekali,3 tahun lalu,Positif
Keajaiban alam. Apinya biru dan merah. Suasana malam yg dingin jadi hangat kalau kita duduk sambil bakar jagung di dekat api tak kunjung padam ini.,4 bulan lalu,Positif
"Fenomena yg cukup unik. Api menyala dari dalam tanah terus menerus aka abadi. Sayangnya kurang pengelolaan gitu2 aja cm dipagerin bahkan ngga ada tulisan api abadi, kurang kreatif aja buat jd tempt wisata pdhl potensial",9 bulan lalu,Campuran
Untuk wisata kurang instragamable...lokasi yg panas dan cocok untuk berbelanja oleh2.,5 bulan lalu,Campuran
"- wisata yang unik
 - ada toilet
 - ada mushola …",setahun lalu,Positif
"Kuasa tuhan
 
 Dan kekayaan alam Nusantara yang melimpah …",6 bulan lalu,Positif
"Ini salah satu wisata andalan Pamekasan, Api Tak kunjung Padam yang letaknya di daerak Tlanakan, orang setempat menyebutnya Jengkah.",4 tahun lalu,Positif
"- Saat saya ke wisata ini naik motor dengan ponaan kondisinya lumayan. Karena siang, api tidak begitu terlihat jelas. Dan tidak ada tiket masuk ""GRATIS"". …",2 tahun lalu,Positif
"Tempat wisata yang sangat fenomenal, api yg jg termasuk dri salah satu ciptaan Allah bisa hidup terus go mati² dengan idzin Nya",sebulan lalu,Positif
ada beberapa titik api yang menyala dan dilindungi pagar... Banyak aneka barang yang dijual juga... Bisa bakar jagung sendiri juga,setahun lalu,Positif
Perlu pengelolaan yg lbh baik agar lebih menarik untuk dikunjungi dan kebersihan perlu ditingkatkan,6 bulan lalu,Negatif
"Saya sampai dsini malam hari dan rada gerimis jadi suasana pas dgn kdatangan saya, kalian bisa langsung pesan jagung muda untuk langsung d bakar d api sekitar .. …",setahun lalu,Positif
Banyak yang jual souvenir.mulai makanan oleh². pakaian.alat tani sampai hasil buah buahan daerah sekitar.pinter pinter nawar ya biar dapat bonusan.harga relatif pada umumnya.saya datang pas sore hari cuaca panas terik jadi tidak fokus …,3 bulan lalu,Positif
"Karcisnya 3 kali masuk ke dalem ya cuma lihat api aja gak ada perkembangan dari dulu ya gitu² aja
 Karcis pertama 10k sampe parkiran 10k dari parkiran menuju lokasi masih bayar …",3 tahun lalu,Negatif
"Api yang menyala-nyala di kota Pamekasan Madura, cocok dikunjungi pada sore dan malam hari, bisa memanggang jagung dan lain-lain.",3 minggu lalu,Positif
"Salah satu tempat wisata yang bisa dikunjungi saat ke Madura, khususnya Pamekasan dengan daya tariknya yaitu api yang terus menyala. Lebih terlihat saat malam hari. Ada juga berbagai macam souvenir yang dijual disini untuk oleh-oleh.",4 tahun lalu,Positif
"Tukang parkirnya sok jagoan yg pertama sebelah kiri.
 Kayak wisata punya dia ajak.
 Mungkin dikandangnya sendiri sok jagoan.
 Meskipun gak kesana gak masalah.",3 bulan lalu,Negatif
"Tempat wisata yg bagus dan unik
 Karena terdapat sebuah api yg sudah ber puluh tahun tidak pernah padam walaupun di saat turun hujan skali pun.",2 tahun lalu,Positif
"Tidak worth it.
 
 Kobaran apinya kecil yg cuma menyala di pinggir pagar. Kelebihannya adalah …",5 bulan lalu,Negatif
"Tempat wisata yang potensial, tapi kurang dikelola dengan baik. Jadi terlihat kurang menarik. Padahal antusias pengunjung lumayan banyak, terutama pengunjung dari luar kota yang penasaran ingin menyaksikan Api Abadi tersebut. …",5 bulan lalu,Positif
"Wisata ini menarik api tak kunjung padam, sayang sekali tempatnya panas karena tidak ada pohon2 disekitarnya, perlu berpikir bagaimana pengambilan foto. Khas madura adalah orang2 disekitarnya rujak pakai petis madura",4 bulan lalu,Positif
"Maha Besar Allah, kebesaran Allah api terus menyala, rombongan pondok Lubabul Fattah,",10 bulan lalu,Positif
"Sebelum kembali ke homestay,mampir dulu kesini…",setahun lalu,Positif
Objek wisata Api tak pernah padam Madura keren,3 bulan lalu,Positif
Kurang tertarik dengan tempat wisata ini karena hanya terlihat area yang dipahar dengan beberapa api yang muncul dari tanah.. tapi lumayan banyak pedagang sehingga bisa dijadikan tempat belanja dan oleh-oleh buat keluarga dirumah.,setahun lalu,Campuran
"api abadi...
 tak pernah padaam.
 disarankan kesini pas malam hari.bisa bakar"" jaguung 👍👍 …",11 bulan lalu,Positif
"Kunjungan siang hari, puanas poolll",5 bulan lalu,Negatif
"pokoknya apinya panas, walau malam hari.
 kalo gk percaya, silahkan di coba di pegang.",2 bulan lalu,Positif
"salah satu fenomena alam api tak kunjung padam...
 masuk bayar 2000 tanpa dikasih tiket.
 masih banyak orang dewasa dan anak2 kecil yg meminta² uang...",3 tahun lalu,Campuran
"Lumayan sih, tp kesini pas siang hari jd kerasa panas bgt.",sebulan lalu,Campuran
Tempat yang nyaman untuk menjernihkan pikiran dan membeli oleh oleh khas madura dengan harga terjangkau,7 bulan lalu,Positif
Tempatnya terlalu berdebu dan tak ada tempat pembuangan sampah ... Jd banyak pengunjung yg membuang sampah sembarangan,3 bulan lalu,Negatif
"Kalo berencana berkunjung, jangan berekspektasi terlalu tinggi. Selalu ingat, sampai tujuan selalu ucapkan subhanallah.
 Yang jualan banyak. Banyak pilihan belnja oleh-oleh.",setahun lalu,Positif
seru sekali bermain disini,2 minggu lalu,Positif
Hidup sudah menyentuh usia kepala 3 baru sempat ke tempat ini 😅 Tempat yang asyik dan berkesan.,2 tahun lalu,Positif
Liburan disini aja api tak kunjung padam.,6 bulan lalu,Positif
Di disarankan klok kesana malem aja jgn siang atau sore karna panas sekali,3 bulan lalu,Positif
"Bagus, tambah ramai sekarang.",sebulan lalu,Positif
"Parkir mobil 10.000
 Tempat g nyaman panas dan kecil
 Penuh pedagang disemua sisi
 Kesan api tak kunjung padam hilang",setahun lalu,Negatif
Api tak kunjung padam berada di madura yang mana api selalu menyala dan tak ada habisnya. Orang sekitar menggunakannya untuk keperluan sehari hari seperti memasak merebus air membakar jagung dan lain sebagainya,4 tahun lalu,Positif
"Tempatnya bagus, namun sangat disayangkan banyak sekali oknum preman yg memanfaatkan wisata ini dgn menarik karcis. Jadi untuk masuk ke wisata ini harus 3x bayar: bayar masuk gang 10.000, parkir mobil 10.000, buat lihat apinya juga harus …",3 tahun lalu,Campuran
"Saran saya sih
 Mending klo berkunjung di waktu malam hari
 Lokasi mudah di akses, …",3 tahun lalu,Positif
Kurang dikelola dgn baik.,sebulan lalu,Negatif
"Tempat wisata di Madura, wajib berkunjung untuk membeli oleh oleh khas Madura",2 tahun lalu,Positif
"Api alam yg menjadi obyek wisata alam di pamekasan, letaknya mendekati gerbang salam pamekasan baguss",4 tahun lalu,Positif
"Mantep sih, beneran bisa keluar api kalo digosok² tanah nya",setahun lalu,Positif
"Api alam yang tak lekang oleh zaman meskipun sudah dihimpit oleh kemajuan zaman tetap benderang untuk warga sekitar
 Harga sovenir juga terjangkau",setahun lalu,Positif
"Sama seperti 20 tahun lalu, tidak berubah 😅😅 …",3 bulan lalu,Positif
"Wiiih,,top bangett ,,sesuatu anugrah dari Tuhan YME, terhadsp hambanya yg mau bersyukur ,,pemadangan yg menakjubkan di pulau Madura,,,,API TAK KUNJUNG PADAM,,,,,,,Pesonamu membuat aku takjub",5 bulan lalu,Positif
Salah satu tempat pariwisata yang ada di desa Larangan Tokol Pamekasan Madura... Anda dapat menyaksikan api abadi ini dan bisa juga membeli oleh oleh khas madura,3 tahun lalu,Positif
"Apinya sudah kecil dan menyebar tidak gede disatu titik, tapi lumayanlah masih bisa beli² buah tangan",2 tahun lalu,Campuran
"Wisata Alam api nyembur dari dalam tanah, yang berada di kecamatan tlanakan Pamekasan, tempat parkir, toelet juga Ada. Enak buat rekreasi keluarga Dan juga wisata edukasi",4 tahun lalu,Positif
Sampe lokasi bingung mau ngapain karena wisatanya hanya itu saja tapi kalo sudah ke pamekasan tapi gak ke api tak kunjung padam rasanya ada yg kurang,setahun lalu,Campuran
"Aq kesana selasa 10-09-19. pake mobil mini bus.Masuk gapura dari jalan utama bayar tiket Rp.10.000. Lalu Parkir mobil kena harga Rp.10.000 jg. Dan sebelum masuk area api kena tiket masuk per orang Rp.2000. Penjual souvenir,makanan khas madura banyak disana.toilet Rp.2000.",4 tahun lalu,Campuran
"Fenomena alam api abadi, gas alam yang keluar dan terbakar. Sudah cukup bagus dikelola. Perlu lebih dijaga kebersihan nya lagi karena sisa sampah orang bakar2 jagung dan mie masih ada.",3 tahun lalu,Positif
"Wisata Api Abadi, salah satu objek wisata alam, berlokasi di Pamekasan, Madura, Jawa Timur. Hanya dengan 10.000 rupiah, anda bisa memasuki area. Di sini ada banyak para penjual yang menjajakan berbagai aksesoris khas madura.",4 tahun lalu,Positif
Wisata alam yg sampai saat ini terpelihara dgn baik ..,3 tahun lalu,Positif
"Subhanallah. Meski diguyur hujan api tak padam.
 
 Sebuah icon kota Pamekasan. …",2 tahun lalu,Positif
"Sayang, pemerintah setempat kurang bijak mengelolanya.",3 tahun lalu,Negatif
"Masya Allah ruuaar biasa
 Dari tanah keluar api yang tak kunjung padam.",4 bulan lalu,Positif
"Dari dulu penasaran pingin liat, dan ternyata mashaAllah, kuasa allah",2 bulan lalu,Positif
tempat yg bagus tp banyak sampah,seminggu lalu,Campuran
"Apinya hanya di titik"" kecil dan bnyak yg jualan, kurang bersih juga tempatnya
 Tapi bnyak yg jualan dan murah-murah",3 tahun lalu,Negatif
Mantap api nya bagus,2 bulan lalu,Positif
"Tukang parkir yg suka paksa banget, sampek² harus bertengkar dulu sbelum masuk",setahun lalu,Campuran
"Bagus kalau dilihat malam hari. Hanya hati2 kl malam, jln sempit kl berpapasan. Parkir 5000. Restribusi 5000. Ada yg jual jagung. Bisa bakar2 jagung. Hrgnya 5000.",4 tahun lalu,Positif
Salah satu tempat wisata alam yg eksotis di Pamekasan. Sangat recommended untuk dikunjungi terutama di malam hari,4 tahun lalu,Positif
"Api yg tak kunjung padam......nyala terus meski hujan.....
 Ayo tinggal bawa jagung...",3 tahun lalu,Positif
Akses menuju ke lokasi cukup mudah,setahun lalu,Positif
"Jadi kyk ada gas yg keluar dr dlm tanah, y kyk elpiji gt kali ya, cmn g bau tajem kyk gas bocor, begitu d korek in langsung nyala..... Baru tau aku, ckckc, ..... subhanallah",9 bulan lalu,Positif
Sekedar info. Konon katanya api nya ada sejak sebelum tahun 45. Api nya padam klo hujan. Dan nyala lagi klo dikasi pemantik api /korek,7 bulan lalu,Positif
Keajaiban Alam atas kebesaran dari Allah SWT,4 bulan lalu,Positif
Sebuah fenomena alam yang akal manusia tidak sampai untuk menelitinya,3 bulan lalu,Positif
"Fenomena alam ini layak untuk diabadikan saat matahari dah menggelinding di ufuk barat. Ada parkir, ada bakaran langsung tanpa korek api dan bahan bakarnya.
 Gratis tanpa tiket masuk, dan pusat oleh2nya dr hasil bumi dan hasil kerajinan warga setempat,",setahun lalu,Positif
Api tak kunjung padam pamekasan bagus,3 bulan lalu,Positif
Biasa aja tempat nya disekitar api banyak orang yang jual oleh oleh khas madura,setahun lalu,Campuran
Sudah jauh lebih baik dan lebih bersih dibanding kedatangan sebelumnya. Semoga tetap terjaga dan lbh banyak fasilitas lain di sekitarnya,2 tahun lalu,Positif
"Fenomena aneh, wajib mampir kalo belum pernah dan kalo pas lewat",4 tahun lalu,Positif
Anda bisa menikmati jagung bakar yg langsung pembakarannya di api alami yg tak pernah padam,setahun lalu,Positif
Api alam yang menyala dan tak kunjung padam. Tempat cari hiburan malam dan mencari oleh2.,4 tahun lalu,Positif
"Bagus cuma tempatnya kotor,,
 Mau cari tempat sampah susah...
 Banyak yg buang sampah sembarangan..",4 tahun lalu,Negatif
"Parkir Rp. 10.000, tanpa menunggu apa apa bisa langsung ke lokasi yang penuh dengan pilihan makanan, oleh oleh di sekitar wisata Api Abadi itu. Paling asyik kalau malam karena api bisa tampak lebih jelas.",setahun lalu,Positif
"Itu anugrah tuhan n tetap menyala apinya
 Bersyukur bisa melihatnya",setahun lalu,Negatif
"Wisata mahal
 Tiket masuk 10.000
 Parkir 10.000 …",3 tahun lalu,Negatif
"Fenomena alam yg dimiliki pamekasan ini luar biasa, dekat jalan raya barat Pamekasan. Sebaiknya
 Datang pada saat mentari sudah menjauhi ufuk barat, parkir luas, toiletnya bersih, toko toko penjual sovenir atau oleh2 banyak sekali",setahun lalu,Positif
"Wisata alam lokal yang penuh nyala, kehangatan",sebulan lalu,Positif
Kesini jangan berekspektasi terlalu tinggi. Karena tidak sewah yang dibayangkan.,setahun lalu,Campuran
"Wisata api alam yang dikenal memiliki api abadi di Kabupaten Pamekasan Madura merupakan satu dari sekian banyak api alam yang ada di dunia. Wisata langka ini berada di Desa Larangan Tokol, Kecamatan Tlanakan, Kabupaten Pamekasan, Madura, Jawa Timur.",4 tahun lalu,Positif
Masyaallah...api keluar langsung dr tanah,8 bulan lalu,Positif
"Akses masuk sempit, harus mengalah buat mobil yg papasan, tempat parkir luas, tapi belum dikelola secara profesional, ada mushola, dan kamar mandi yg agak bersih, harga makanan standar",setahun lalu,Campuran
"2kali kesana
 Untuk melihat kuasa Allah tentang api yg tak padam walaupun hujan …",setahun lalu,Positif
